x,y
31.875,35.723545
31.25,34.641014
30,34.641014
24.375,42.218735
25.625,42.218735
25,43.301266
25,41.136204
26.25,41.136204
23.75,41.136204
25.625,40.053673
26.875,40.053673
26.25,38.97114
27.5,38.97114
25,38.97114
23.125,40.053673
24.375,40.053673
23.75,38.97114
22.5,38.97114
26.875,37.888607
28.125,37.888607
27.5,38.971138
27.5,36.806076
28.75,36.806076
26.25,36.806076
28.125,35.723545
29.375,35.723545
28.75,34.641014
27.5,34.641014
25.625,35.723545
26.875,35.723545
26.25,34.641014
25,34.641014
21.875,37.888607
23.125,37.888607
22.5,38.971138
22.5,36.806076
23.75,36.806076
21.25,36.806076
23.125,35.723545
24.375,35.723545
23.75,34.641014
22.5,34.641014
20.625,35.723545
21.875,35.723545
21.25,34.641014
20,34.641014
59.375,33.55848
60.625,33.55848
60,34.64101
60,32.47595
61.25,32.47595
58.75,32.47595
60.625,31.393417
61.875,31.393417
61.25,30.310886
62.5,30.310886
60,30.310886
58.125,31.393417
59.375,31.393417
58.75,30.310886
57.5,30.310886
61.875,29.228355
63.125,29.228355
62.5,28.145824
63.75,28.145824
61.25,28.145824
63.125,27.063292
64.375,27.063292
63.75,28.145823
63.75,25.98076
65,25.98076
62.5,25.98076
60.625,27.063292
61.875,27.063292
61.25,28.145823
61.25,25.98076
60,25.98076
56.875,29.228355
58.125,29.228355
57.5,28.145824
58.75,28.145824
56.25,28.145824
58.125,27.063292
59.375,27.063292
58.75,28.145823
58.75,25.98076
57.5,25.98076
55.625,27.063292
56.875,27.063292
56.25,28.145823
56.25,25.98076
55,25.98076
64.375,24.89823
65.625,24.89823
65,23.815699
66.25,23.815699
63.75,23.815699
65.625,22.733166
66.875,22.733166
66.25,23.815697
66.25,21.650635
67.5,21.650635
65,21.650635
63.125,22.733166
64.375,22.733166
63.75,23.815697
63.75,21.650635
62.5,21.650635
66.875,20.568102
68.125,20.568102
67.5,21.650633
67.5,19.48557
68.75,19.48557
66.25,19.48557
68.125,18.403038
69.375,18.403038
68.75,19.485569
68.75,17.320507
70,17.320507
67.5,17.320507
65.625,18.403038
66.875,18.403038
66.25,19.485569
66.25,17.320507
65,17.320507
61.875,20.568102
63.125,20.568102
62.5,21.650633
62.5,19.48557
63.75,19.48557
61.25,19.48557
63.125,18.403038
64.375,18.403038
63.75,19.485569
63.75,17.320507
62.5,17.320507
60.625,18.403038
61.875,18.403038
61.25,19.485569
61.25,17.320507
60,17.320507
54.375,24.89823
55.625,24.89823
55,23.815699
56.25,23.815699
53.75,23.815699
55.625,22.733166
56.875,22.733166
56.25,23.815697
56.25,21.650635
57.5,21.650635
55,21.650635
53.125,22.733166
54.375,22.733166
53.75,23.815697
53.75,21.650635
52.5,21.650635
56.875,20.568102
58.125,20.568102
57.5,21.650633
57.5,19.48557
58.75,19.48557
56.25,19.48557
58.125,18.403038
59.375,18.403038
58.75,19.485569
58.75,17.320507
57.5,17.320507
55.625,18.403038
56.875,18.403038
56.25,19.485569
56.25,17.320507
55,17.320507
51.875,20.568102
53.125,20.568102
52.5,21.650633
52.5,19.48557
53.75,19.48557
51.25,19.48557
53.125,18.403038
54.375,18.403038
53.75,19.485569
53.75,17.320507
52.5,17.320507
50.625,18.403038
51.875,18.403038
51.25,19.485569
51.25,17.320507
50,17.320507
65,8.660254
75,8.660254
70,0
80,0
60,0
49.375,16.237974
50.625,16.237974
50,17.320505
50,15.155443
51.25,15.155443
48.75,15.155443
50.625,14.072912
51.875,14.072912
51.25,15.155444
51.25,12.99038
52.5,12.99038
50,12.99038
48.125,14.072912
49.375,14.072912
48.75,15.155444
48.75,12.99038
47.5,12.99038
51.875,11.907849
53.125,11.907849
52.5,12.990381
52.5,10.825317
53.75,10.825317
51.25,10.825317
53.125,9.742785
54.375,9.742785
53.75,8.660254
55,8.660254
52.5,8.660254
50.625,9.742785
51.875,9.742785
51.25,8.660254
50,8.660254
46.875,11.907849
48.125,11.907849
47.5,12.990381
47.5,10.825317
48.75,10.825317
46.25,10.825317
48.125,9.742785
49.375,9.742785
48.75,8.660254
47.5,8.660254
45.625,9.742785
46.875,9.742785
46.25,8.660254
45,8.660254
50,0
40,0
19.375,33.55848
20.625,33.55848
20,34.64101
20,32.47595
21.25,32.47595
18.75,32.47595
20.625,31.393417
21.875,31.393417
21.25,30.310886
22.5,30.310886
20,30.310886
18.125,31.393417
19.375,31.393417
18.75,30.310886
17.5,30.310886
21.875,29.228355
23.125,29.228355
22.5,28.145824
23.75,28.145824
21.25,28.145824
23.125,27.063292
24.375,27.063292
23.75,28.145823
23.75,25.98076
25,25.98076
22.5,25.98076
20.625,27.063292
21.875,27.063292
21.25,28.145823
21.25,25.98076
20,25.98076
16.875,29.228355
18.125,29.228355
17.5,28.145824
18.75,28.145824
16.25,28.145824
18.125,27.063292
19.375,27.063292
18.75,28.145823
18.75,25.98076
17.5,25.98076
15.625,27.063292
16.875,27.063292
16.25,28.145823
16.25,25.98076
15,25.98076
24.375,24.89823
25.625,24.89823
25,23.815699
26.25,23.815699
23.75,23.815699
25.625,22.733166
26.875,22.733166
26.25,23.815697
26.25,21.650635
27.5,21.650635
25,21.650635
23.125,22.733166
24.375,22.733166
23.75,23.815697
23.75,21.650635
22.5,21.650635
26.875,20.568102
28.125,20.568102
27.5,21.650633
27.5,19.48557
28.75,19.48557
26.25,19.48557
28.125,18.403038
29.375,18.403038
28.75,19.485569
28.75,17.320507
30,17.320507
27.5,17.320507
25.625,18.403038
26.875,18.403038
26.25,19.485569
26.25,17.320507
25,17.320507
21.875,20.568102
23.125,20.568102
22.5,21.650633
22.5,19.48557
23.75,19.48557
21.25,19.48557
23.125,18.403038
24.375,18.403038
23.75,19.485569
23.75,17.320507
22.5,17.320507
20.625,18.403038
21.875,18.403038
21.25,19.485569
21.25,17.320507
20,17.320507
14.375,24.89823
15.625,24.89823
15,23.815699
16.25,23.815699
13.75,23.815699
15.625,22.733166
16.875,22.733166
16.25,23.815697
16.25,21.650635
17.5,21.650635
15,21.650635
13.125,22.733166
14.375,22.733166
13.75,23.815697
13.75,21.650635
12.5,21.650635
16.875,20.568102
18.125,20.568102
17.5,21.650633
17.5,19.48557
18.75,19.48557
16.25,19.48557
18.125,18.403038
19.375,18.403038
18.75,19.485569
18.75,17.320507
17.5,17.320507
15.625,18.403038
16.875,18.403038
16.25,19.485569
16.25,17.320507
15,17.320507
11.875,20.568102
13.125,20.568102
12.5,21.650633
12.5,19.48557
13.75,19.48557
11.25,19.48557
13.125,18.403038
14.375,18.403038
13.75,19.485569
13.75,17.320507
12.5,17.320507
10.625,18.403038
11.875,18.403038
11.25,19.485569
11.25,17.320507
10,17.320507
29.375,16.237974
30.625,16.237974
30,17.320505
30,15.155443
31.25,15.155443
28.75,15.155443
30.625,14.072912
31.875,14.072912
31.25,15.155444
31.25,12.99038
32.5,12.99038
30,12.99038
28.125,14.072912
29.375,14.072912
28.75,15.155444
28.75,12.99038
27.5,12.99038
31.875,11.907849
33.125,11.907849
32.5,12.990381
32.5,10.825317
33.75,10.825317
31.25,10.825317
33.125,9.742785
34.375,9.742785
33.75,8.660254
35,8.660254
32.5,8.660254
30.625,9.742785
31.875,9.742785
31.25,8.660254
30,8.660254
26.875,11.907849
28.125,11.907849
27.5,12.990381
27.5,10.825317
28.75,10.825317
26.25,10.825317
28.125,9.742785
29.375,9.742785
28.75,8.660254
27.5,8.660254
25.625,9.742785
26.875,9.742785
26.25,8.660254
25,8.660254
30,0
20,0
5,8.660254
15,8.660254
10,0
0,0
-45,60.621773
-35,60.621773
-40,51.96152
-30,51.96152
-50,51.96152
-35,43.30127
-25,43.30127
-30,51.961525
-30,34.641014
-20,34.641014
-40,34.641014
-55,43.30127
-45,43.30127
-50,51.961525
-50,34.641014
-60,34.641014
-25,25.98076
-15,25.98076
-20,17.320507
-10,17.320507
-30,17.320507
-15,8.660254
-5,8.660254
-10,0
-20,0
-35,8.660254
-25,8.660254
-30,0
-40,0
-65,25.98076
-55,25.98076
-60,17.320507
-50,17.320507
-70,17.320507
-55,8.660254
-45,8.660254
-50,0
-60,0
-75,8.660254
-65,8.660254
-70,0
-80,0
